failure_type,baseline,num_repaired_records,repaired_success_rate,clash_free_rate,anchor_validity,editable_validity,mean_clash_count,mean_posebusters_like_pass,mean_contact_fingerprint_similarity,mean_contact_recovery,mean_vina_like_proxy,mean_ligand_efficiency_proxy
drug_likeness_drop,feedback_rule_repair,156,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2823088994349164,0.008824527143672217
drug_likeness_drop,identity_failed_candidate,156,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2823088994349164,0.008824527143672217
drug_likeness_drop,no_feedback_repair,156,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2823088994349164,0.008824527143672217
drug_likeness_drop,rerank_only,156,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2823088994349164,0.008824527143672217
geometry_invalid,best_of_n,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.08333333333333333,0.9166666666666666,0.9639535886818497,0.987253248375812,0.5779876875351984,0.017683255730769083
geometry_invalid,coordinate_rollback,156,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.36313889943491634,0.011487333836579077
geometry_invalid,direct_regeneration,156,0.5833333333333334,0.6666666666666666,0.8333333333333334,1.0,0.3333333333333333,0.6666666666666666,0.8330514190055079,0.9312008790105607,1.415383152912442,0.0442640604633684
geometry_invalid,feedback_geometry_refinement,156,0.9166666666666666,1.0,0.9166666666666666,1.0,0.0,1.0,0.9042923294685976,0.9538991054216438,0.5464919559392528,0.02007092406519398
geometry_invalid,feedback_kernel_geometry_policy,156,0.8333333333333334,0.8333333333333334,1.0,1.0,0.25,0.8333333333333334,0.9196531642960215,0.9623426855564002,0.9889576022190517,0.028745087229537485
geometry_invalid,feedback_knn_geometry_policy,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.08333333333333333,0.9166666666666666,0.8994463172070074,0.9553891721690634,0.7780440044845794,0.02357882511151305
geometry_invalid,feedback_learned_geometry_policy,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.16666666666666666,0.9166666666666666,0.9261097311137078,0.9714593294568932,0.8252614409816715,0.024050095332344746
geometry_invalid,feedback_linear_refinement,156,0.8333333333333334,0.8333333333333334,1.0,1.0,0.16666666666666666,0.8333333333333334,0.9552503881987578,0.9875226449275362,0.8178230029008544,0.025184399927397225
geometry_invalid,feedback_residual_ensemble_policy,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.16666666666666666,0.9166666666666666,0.9119241733080936,0.9660522679836551,0.8653718402209339,0.025891800214117484
geometry_invalid,feedback_rule_repair,156,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.36313889943491634,0.011487333836579077
geometry_invalid,identity_failed_candidate,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.08333333333333333,0.9166666666666666,0.9639535886818497,0.987253248375812,0.6428010208685319,0.01987877048083453
geometry_invalid,no_feedback_repair,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.08333333333333333,0.9166666666666666,0.9639535886818497,0.987253248375812,0.6428010208685319,0.01987877048083453
geometry_invalid,rerank_only,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.08333333333333333,0.9166666666666666,0.9639535886818497,0.987253248375812,0.6428010208685319,0.01987877048083453
interaction_loss,best_of_n,156,0.5833333333333334,0.5833333333333334,1.0,1.0,0.4166666666666667,0.5833333333333334,0.9106650846832318,0.9661543182720093,1.615769762626532,0.05344021240048873
interaction_loss,coordinate_rollback,156,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.36313889943491634,0.011487333836579077
interaction_loss,direct_regeneration,156,0.5,0.5,0.8333333333333334,1.0,0.6666666666666666,0.5,0.7723070190699316,0.9119120859071125,2.3419472060942335,0.09265344391195605
interaction_loss,feedback_geometry_refinement,156,1.0,1.0,1.0,1.0,0.0,1.0,0.8496421447226723,0.9130310831127703,0.6006468712971903,0.02255963467316749
interaction_loss,feedback_kernel_geometry_policy,156,0.75,0.75,1.0,1.0,0.25,0.75,0.8975151584526587,0.9423452880196476,1.2679342757946193,0.04100167416372183
interaction_loss,feedback_knn_geometry_policy,156,0.8333333333333334,0.8333333333333334,0.9166666666666666,1.0,0.16666666666666666,0.8333333333333334,0.7989453221397733,0.9042491645482431,1.0330963256700911,0.05401729443846295
interaction_loss,feedback_learned_geometry_policy,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.08333333333333333,0.9166666666666666,0.8905727700004681,0.9424320045173681,0.8827581820111042,0.03189999554510336
interaction_loss,feedback_linear_refinement,156,0.75,0.75,1.0,1.0,0.25,0.75,0.8732110210051386,0.9358874909368504,1.1547424489067966,0.03691086701927492
interaction_loss,feedback_residual_ensemble_policy,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.08333333333333333,0.9166666666666666,0.867363522977144,0.9301633319038679,0.8162532285021756,0.029371031355141266
interaction_loss,feedback_rule_repair,156,1.0,1.0,1.0,1.0,0.0,1.0,0.9557360513882255,0.9684065705242616,0.5126398695695192,0.0207852213126762
interaction_loss,identity_failed_candidate,156,0.5833333333333334,0.5833333333333334,1.0,1.0,0.4166666666666667,0.5833333333333334,0.9106650846832318,0.9661543182720093,1.6805830959598653,0.055635727150554176
interaction_loss,no_feedback_repair,156,0.5833333333333334,0.5833333333333334,1.0,1.0,0.4166666666666667,0.5833333333333334,0.9106650846832318,0.9661543182720093,1.6805830959598653,0.055635727150554176
interaction_loss,rerank_only,156,0.5833333333333334,0.5833333333333334,1.0,1.0,0.4166666666666667,0.5833333333333334,0.9106650846832318,0.9661543182720093,1.6805830959598653,0.055635727150554176
linker_too_flexible,best_of_n,156,0.75,0.75,1.0,1.0,0.5,0.75,0.9312343674843676,0.9882722701149426,1.6816141370059359,0.05125819056605086
linker_too_flexible,coordinate_rollback,156,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.36313889943491634,0.011487333836579077
linker_too_flexible,direct_regeneration,156,0.5833333333333334,0.6666666666666666,0.9166666666666666,1.0,0.5833333333333334,0.6666666666666666,0.8941563960191411,0.9655044129720852,1.8508504002298836,0.05865818782684088
linker_too_flexible,feedback_geometry_refinement,156,0.75,0.8333333333333334,0.9166666666666666,1.0,0.25,0.8333333333333334,0.8665188140555787,0.9309541951547695,1.1676333536872503,0.036061982781129424
linker_too_flexible,feedback_kernel_geometry_policy,156,0.75,0.75,1.0,1.0,0.4166666666666667,0.75,0.9064157324593646,0.9647505961844196,1.5898749635966578,0.04660222656170954
linker_too_flexible,feedback_knn_geometry_policy,156,0.5833333333333334,0.5833333333333334,1.0,1.0,0.5833333333333334,0.5833333333333334,0.8485539521910931,0.9420794662547408,2.046305453328323,0.06561663852965623
linker_too_flexible,feedback_learned_geometry_policy,156,0.75,0.75,1.0,1.0,0.4166666666666667,0.75,0.9123195894519425,0.9715076683826683,1.596135775996738,0.04893298728380304
linker_too_flexible,feedback_linear_refinement,156,0.75,0.75,1.0,1.0,0.4166666666666667,0.75,0.9330862193362194,0.9882722701149426,1.5834501413202131,0.04807144889800637
linker_too_flexible,feedback_residual_ensemble_policy,156,0.8333333333333334,0.8333333333333334,1.0,1.0,0.25,0.8333333333333334,0.9084462808285597,0.9631790272415272,1.2269682637585142,0.03791579997163406
linker_too_flexible,feedback_rule_repair,156,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.36313889943491634,0.011487333836579077
linker_too_flexible,identity_failed_candidate,156,0.75,0.75,1.0,1.0,0.5,0.75,0.9312343674843676,0.9882722701149426,1.7464274703392693,0.0534537053161163
linker_too_flexible,no_feedback_repair,156,0.75,0.75,1.0,1.0,0.5,0.75,0.9312343674843676,0.9882722701149426,1.7464274703392693,0.0534537053161163
linker_too_flexible,rerank_only,156,0.75,0.75,1.0,1.0,0.5,0.75,0.9312343674843676,0.9882722701149426,1.7464274703392693,0.0534537053161163
score_hacking,best_of_n,156,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8602143171548541,0.9558548106898931,2.0269784805995403,0.08147798294918875
score_hacking,coordinate_rollback,156,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.36313889943491634,0.011487333836579077
score_hacking,direct_regeneration,156,0.5833333333333334,0.5833333333333334,1.0,1.0,0.9166666666666666,0.5833333333333334,0.7685831780940476,0.9003357316628989,2.8012769077837447,0.10674125387176044
score_hacking,feedback_geometry_refinement,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.08333333333333333,0.9166666666666666,0.8768205956625076,0.9391578282987357,0.8262131206925437,0.031141157672607837
score_hacking,feedback_kernel_geometry_policy,156,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.6666666666666666,0.830613721317046,0.9377929068743129,2.2956703778143797,0.08828850762673694
score_hacking,feedback_knn_geometry_policy,156,0.75,0.75,1.0,1.0,0.3333333333333333,0.75,0.8352243867446464,0.9256512329799215,1.3866916559359137,0.06240738886232133
score_hacking,feedback_learned_geometry_policy,156,0.75,0.75,1.0,1.0,0.5,0.75,0.833747389845115,0.9314147018771197,1.6795841051115907,0.07128826034747418
score_hacking,feedback_linear_refinement,156,0.8333333333333334,0.8333333333333334,1.0,1.0,0.16666666666666666,0.8333333333333334,0.8398390128124703,0.9199243720784276,0.9492830605267847,0.048836750857413756
score_hacking,feedback_residual_ensemble_policy,156,0.9166666666666666,0.9166666666666666,1.0,1.0,0.16666666666666666,0.9166666666666666,0.878912938912939,0.9354606018258567,0.9691823642032472,0.03556985052971135
score_hacking,feedback_rule_repair,156,1.0,1.0,1.0,1.0,0.0,1.0,0.9517218079590203,0.9734040717736371,0.46766174634095,0.014619155919332369
score_hacking,identity_failed_candidate,156,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8602143171548541,0.9558548106898931,2.0917918139328737,0.08367349769925421
score_hacking,no_feedback_repair,156,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8602143171548541,0.9558548106898931,2.0917918139328737,0.08367349769925421
score_hacking,rerank_only,156,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666,0.8602143171548541,0.9558548106898931,2.0917918139328737,0.08367349769925421
