baseline,num_repaired,num_sample_evaluable,repaired_success_rate,repair_gain_success_rate,scaffold_preservation,editable_validity,anchor_validity,clash_free_rate,mean_clash_count,mean_qed,mean_logp,mean_posebusters_like_pass,mean_contact_fingerprint_similarity,mean_contact_fingerprint_similarity_gain,mean_contact_recovery,mean_contact_recovery_gain,mean_vina_like_proxy,mean_vina_like_gain,mean_anchor_error_reduction,mean_clash_count_reduction,mean_internal_candidate_budget,internal_budget_types,mean_ligand_efficiency_proxy,mean_sa_fallback,source
feedback_kernel_geometry_policy,17,17,0.8823529411764706,0.0,1.0,1.0,1.0,0.8823529411764706,0.11764705882352941,0.37805054423109263,0.5994705882352958,0.8823529411764706,0.8224503984279072,-0.041030777557146736,0.8674439828405126,-0.011642156862745102,0.9411920495474416,-0.2872664449474586,-0.3206223280219651,-0.11764705882352941,1.0,['single_policy_output'],0.028951540805320433,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_knn_geometry_policy,17,17,0.7058823529411765,0.058823529411764705,1.0,1.0,0.7647058823529411,0.9411764705882353,0.058823529411764705,0.37805054423109263,0.5994705882352958,0.9411764705882353,0.7741332916102268,-0.08934788437482706,0.8557109837938174,-0.02337515590944023,0.9305390332724556,-0.27661342867247257,-0.8024885775692288,-0.058823529411764705,1.0,['single_policy_output'],0.029736017846149054,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_learned_editable_contact_policy,17,17,0.9411764705882353,0.23529411764705882,1.0,1.0,1.0,0.9411764705882353,0.058823529411764705,0.37805054423109263,0.5994705882352958,0.9411764705882353,0.8749209952910872,0.011439819306033256,0.8945592854833088,0.01547314578005116,0.7990317024439831,-0.1451060978440001,0.0,-0.058823529411764705,1.0,['single_policy_output'],0.024632280104070974,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_learned_geometry_policy,17,17,0.9411764705882353,0.0,1.0,1.0,1.0,0.9411764705882353,0.17647058823529413,0.37805054423109263,0.5994705882352958,0.9411764705882353,0.8049934506960961,-0.05848772528895774,0.8632223804064354,-0.015863759296822176,1.0825301564432261,-0.42860455184324314,-0.4659137187153586,-0.17647058823529413,1.0,['single_policy_output'],0.033773842563511486,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_linear_refinement,17,17,0.8823529411764706,0.058823529411764705,1.0,1.0,0.9411764705882353,0.9411764705882353,0.17647058823529413,0.37805054423109263,0.5994705882352958,0.9411764705882353,0.8227486124025918,-0.04073256358246216,0.8706175798655295,-0.008468559837728193,1.1151731680374284,-0.4612475634374455,-0.35106390226892303,-0.17647058823529413,1.0,['single_policy_output'],0.03462787135286671,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_residual_ensemble_policy,17,17,0.9411764705882353,0.0,1.0,1.0,1.0,0.9411764705882353,0.058823529411764705,0.37805054423109263,0.5994705882352958,0.9411764705882353,0.7734467321627669,-0.09003444382228676,0.8555956790512307,-0.023490460652026927,0.9040149408197103,-0.25008933621972734,-0.5818295143878797,-0.058823529411764705,7.0,['residual_offset_selection'],0.029050432512042385,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_ridge_editable_contact_policy,17,17,0.9411764705882353,0.23529411764705882,1.0,1.0,1.0,0.9411764705882353,0.17647058823529413,0.37805054423109263,0.5994705882352958,0.9411764705882353,0.8641259605446457,0.0006447845595918658,0.8992517921711413,0.02016565246788371,1.0148960246236436,-0.36097042002366064,0.0,-0.17647058823529413,1.0,['single_policy_output'],0.031068865176342695,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
feedback_rule_repair,17,17,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.37805054423109263,0.5994705882352958,1.0,0.8634811759850538,0.0,0.8790861397032574,0.0,0.6539256045999831,0.0,0.0,0.0,1.0,['reference_or_rule_copy'],0.01975324173330758,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
identity_failed_candidate,17,17,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.37805054423109263,0.5994705882352958,1.0,0.8634811759850538,0.0,0.8790861397032574,0.0,0.6539256045999831,0.0,0.0,0.0,1.0,['single_failed_candidate'],0.01975324173330758,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
no_failed_candidate_policy,17,17,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.37805054423109263,0.5994705882352958,1.0,1.0,0.13651882401494617,1.0,0.12091386029674238,0.6246583364792998,0.02926726812068321,0.0,0.0,10.0,['editable_offset_selection'],0.01987096406111977,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
no_feedback_repair,17,17,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.37805054423109263,0.5994705882352958,1.0,0.8634811759850538,0.0,0.8790861397032574,0.0,0.6539256045999831,0.0,0.0,0.0,1.0,['single_failed_candidate'],0.01975324173330758,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
rerank_only,17,17,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.37805054423109263,0.5994705882352958,1.0,0.8634811759850538,0.0,0.8790861397032574,0.0,0.6539256045999831,0.0,0.0,0.0,1.0,['single_failed_candidate'],0.01975324173330758,4.012352941176469,repaired_molecule_rdkit_geometry_eval_with_fallback_external_proxies
